id;shape;color;clarity;report;type;cut
10086429;Round;J;SI2;GIA;natural;Very Good
10016334;Emerald;I;SI1;GIA;natural;Ideal
9947216;Emerald;I;VS2;GIA;natural;Ideal
10083437;Round;I;SI2;GIA;natural;Ideal
9946136;Emerald;I;SI1;GIA;natural;Ideal
10070154;Emerald;E;SI2;GIA;natural;Ideal
10086507;Round;J;SI2;GIA;natural;Ideal
10083288;Round;J;SI2;GIA;natural;Very Good
10090935;Marquise;J;VS2;GIA;natural;Ideal
9943628;Emerald;I;VVS1;GIA;natural;Ideal
10055476;Round;J;SI1;GIA;natural;Ideal
10086105;Round;J;SI2;GIA;natural;Very Good
10082791;Round;I;SI2;GIA;natural;Very Good
10084879;Round;J;SI2;GIA;natural;Very Good
10087558;Round;J;SI2;GIA;natural;Very Good
9998192;Emerald;I;VS2;GIA;natural;Ideal
10083170;Round;J;SI1;GIA;natural;Very Good
10084818;Round;J;SI2;GIA;natural;Very Good
10048801;Emerald;E;SI2;GIA;natural;Ideal
10018558;Emerald;J;VS1;GIA;natural;Very Good
10087239;Round;F;SI2;GIA;natural;Very Good
9926525;Princess;G;SI2;GIA;natural;Ideal
10085677;Round;J;SI2;GIA;natural;Super Ideal
10078896;Round;I;SI2;GIA;natural;Very Good
9926562;Pear;I;SI1;GIA;natural;Ideal
10084000;Round;J;SI2;GIA;natural;Very Good
10083255;Round;J;SI1;GIA;natural;Very Good
9968964;Emerald;J;VS1;GIA;natural;Ideal
10086394;Round;I;SI2;GIA;natural;Super Ideal
9943656;Emerald;I;SI1;GIA;natural;Ideal
10085531;Round;J;SI2;GIA;natural;Very Good
10085242;Round;I;SI2;GIA;natural;Very Good
10017664;Princess;J;SI2;GIA;natural;Ideal
10018977;Pear;I;SI1;GIA;natural;Ideal
9997898;Marquise;F;SI1;GIA;natural;Good
10083855;Round;J;SI1;GIA;natural;Very Good
10085658;Round;I;SI1;GIA;natural;Ideal
9946103;Emerald;F;SI2;GIA;natural;Ideal
10088017;Emerald;J;SI1;GIA;natural;Ideal
9944355;Emerald;G;SI1;GIA;natural;Very Good
9944542;Emerald;J;VS1;GIA;natural;Super Ideal
9946958;Emerald;F;SI2;GIA;natural;Ideal
9947491;Emerald;F;SI2;GIA;natural;Ideal
10084951;Round;J;SI1;GIA;natural;Very Good
9967595;Emerald;J;VS2;GIA;natural;Ideal
9946002;Emerald;H;SI1;GIA;natural;Ideal
10010529;Emerald;F;SI2;GIA;natural;Ideal
10083303;Round;I;SI1;GIA;natural;Super Ideal
10086230;Round;I;SI1;GIA;natural;Very Good
10082181;Round;I;SI2;GIA;natural;Super Ideal
10082715;Round;G;SI2;GIA;natural;Ideal
10086414;Round;J;VS2;GIA;natural;Very Good
10021869;Emerald;F;SI2;GIA;natural;Ideal
10082854;Round;I;SI2;GIA;natural;Super Ideal
10017659;Princess;E;SI1;GIA;natural;Ideal
10021227;Round;I;SI1;GIA;natural;Super Ideal
10085576;Round;J;SI1;GIA;natural;Super Ideal
10086541;Round;J;SI1;GIA;natural;Super Ideal
10086607;Round;I;SI1;GIA;natural;Ideal
10083440;Round;I;SI2;GIA;natural;Super Ideal
10081905;Round;J;SI2;GIA;natural;Ideal
10083628;Round;I;SI2;GIA;natural;Super Ideal
10084616;Round;J;SI2;GIA;natural;Very Good
10085191;Round;J;SI2;GIA;natural;Ideal
10086398;Round;J;SI2;GIA;natural;Super Ideal
10069564;Pear;I;VS2;GIA;natural;Good
10085647;Round;J;SI1;GIA;natural;Super Ideal
9943802;Emerald;F;SI2;GIA;natural;Ideal
10086613;Round;I;SI2;GIA;natural;Very Good
10017866;Emerald;F;SI1;GIA;natural;Ideal
10035452;Round;I;SI1;GIA;natural;Very Good
9981968;Marquise;I;SI1;GIA;natural;Ideal
9946479;Emerald;F;SI2;GIA;natural;Ideal
10061364;Marquise;F;SI2;GIA;natural;Ideal
10082500;Round;J;SI1;GIA;natural;Super Ideal
10053036;Emerald;D;SI2;GIA;natural;Ideal
9989482;Emerald;F;SI1;GIA;natural;Very Good
10086205;Round;I;VS2;GIA;natural;Ideal
10082162;Round;J;VS2;GIA;natural;Ideal
10084578;Round;J;SI1;GIA;natural;Super Ideal
10086346;Round;J;SI1;GIA;natural;Very Good
10091308;Pear;I;SI1;GIA;natural;Ideal
9928413;Princess;I;SI1;GIA;natural;Super Ideal
9990986;Emerald;G;SI2;GIA;natural;Super Ideal
10073135;Round;H;SI2;GIA;natural;Good
10086324;Round;I;VS2;GIA;natural;Ideal
10082566;Round;F;SI2;GIA;natural;Very Good
10082795;Round;H;SI2;GIA;natural;Ideal
10083928;Round;J;SI1;GIA;natural;Very Good
10083162;Round;I;SI2;GIA;natural;Ideal
10084180;Round;H;SI2;GIA;natural;Super Ideal
10080402;Round;I;VS2;GIA;natural;Good
10048724;Emerald;F;SI1;GIA;natural;Ideal
9909069;Round;H;SI1;GIA;natural;Good
10000634;Round;I;VS2;GIA;natural;Very Good
10083476;Round;I;VS2;GIA;natural;Super Ideal
10084896;Round;I;SI1;GIA;natural;Super Ideal
10086764;Round;I;SI2;GIA;natural;Super Ideal
10082433;Round;I;SI1;GIA;natural;Very Good
10083849;Round;J;SI2;GIA;natural;Super Ideal
9968988;Emerald;F;SI1;GIA;natural;Very Good
9957272;Emerald;G;SI1;GIA;natural;Ideal
10010687;Princess;I;VS1;GIA;natural;Ideal
10086104;Round;G;SI2;GIA;natural;Very Good
10084788;Round;J;SI1;GIA;natural;Ideal
10082121;Round;F;SI2;GIA;natural;Ideal
10085645;Round;J;VS2;GIA;natural;Very Good
9973964;Pear;J;VS2;GIA;natural;Ideal
10086243;Round;J;SI2;GIA;natural;Super Ideal
10090742;Emerald;J;VS1;GIA;natural;Ideal
9943254;Emerald;E;SI2;GIA;natural;Ideal
9926324;Marquise;I;VS2;GIA;natural;Ideal
9998051;Emerald;I;VS1;GIA;natural;Ideal
9926330;Marquise;F;SI1;GIA;natural;Very Good
10083105;Round;J;VS2;GIA;natural;Super Ideal
10086464;Round;J;VS2;GIA;natural;Super Ideal
10082707;Round;F;SI2;GIA;natural;Very Good
10083633;Round;J;VS2;GIA;natural;Super Ideal
10083837;Round;E;SI2;GIA;natural;Very Good
10082919;Round;J;SI2;GIA;natural;Ideal
10082558;Round;I;SI1;GIA;natural;Very Good
9928575;Princess;J;VVS1;GIA;natural;Ideal
9946466;Emerald;E;SI2;GIA;natural;Ideal
10061044;Emerald;I;VS2;GIA;natural;Super Ideal
10061739;Round;J;VS2;GIA;natural;Very Good
10084607;Round;H;SI1;GIA;natural;Very Good
10082925;Round;I;VS2;GIA;natural;Ideal
10084382;Round;E;SI2;GIA;natural;Very Good
10082044;Round;I;VS2;GIA;natural;Super Ideal
10082670;Round;F;SI2;GIA;natural;Super Ideal
10086257;Round;J;SI1;GIA;natural;Very Good
10082830;Round;J;SI1;GIA;natural;Super Ideal
10083103;Round;J;SI1;GIA;natural;Super Ideal
10022198;Pear;I;VS1;GIA;natural;Very Good
9927934;Pear;I;SI1;GIA;natural;Ideal
10027538;Round;J;SI2;GIA;natural;Super Ideal
10063065;Round;J;SI1;GIA;natural;Ideal
10061039;Pear;I;SI1;GIA;natural;Ideal
10010990;Emerald;I;SI1;GIA;natural;Ideal
10083605;Round;J;SI2;GIA;natural;Ideal
10082891;Round;I;SI2;GIA;natural;Super Ideal
10083439;Round;J;VVS1;GIA;natural;Ideal
10086601;Round;J;SI2;GIA;natural;Super Ideal
10086748;Round;I;SI1;GIA;natural;Super Ideal
10084980;Round;I;SI1;GIA;natural;Super Ideal
10084285;Round;J;SI1;GIA;natural;Very Good
10086206;Round;J;SI2;GIA;natural;Very Good
10085674;Round;E;SI2;GIA;natural;Ideal
10086650;Round;I;SI2;GIA;natural;Very Good
10086497;Round;J;SI1;GIA;natural;Ideal
10086426;Round;J;SI2;GIA;natural;Ideal
10083097;Round;I;SI2;GIA;natural;Ideal
9947097;Emerald;I;VVS2;GIA;natural;Ideal
10079247;Emerald;I;VVS1;GIA;natural;Ideal
10022703;Emerald;G;SI1;GIA;natural;Ideal
9947688;Emerald;H;SI1;GIA;natural;Ideal
10001730;Emerald;I;VS1;GIA;natural;Ideal
9926827;Marquise;G;SI1;GIA;natural;Ideal
9964206;Emerald;I;SI1;GIA;natural;Ideal
10085768;Round;I;SI1;GIA;natural;Very Good
10083553;Round;J;VS1;GIA;natural;Ideal
10085650;Round;J;SI1;GIA;natural;Super Ideal
10085263;Round;I;SI1;GIA;natural;Very Good
10083491;Round;I;VS2;GIA;natural;Ideal
10082913;Round;J;SI2;GIA;natural;Super Ideal
10084613;Round;H;SI1;GIA;natural;Very Good
10085086;Round;I;SI2;GIA;natural;Very Good
10085338;Round;J;VS1;GIA;natural;Super Ideal
10082730;Round;I;SI1;GIA;natural;Ideal
10082136;Round;J;SI1;GIA;natural;Very Good
9968560;Emerald;G;SI1;GIA;natural;Very Good
9927219;Pear;H;SI1;GIA;natural;Ideal
10027789;Emerald;I;SI1;GIA;natural;Ideal
9946196;Emerald;I;VS1;GIA;natural;Ideal
10085851;Round;I;SI1;GIA;natural;Super Ideal
10084376;Round;H;SI1;GIA;natural;Super Ideal
10082545;Round;H;SI2;GIA;natural;Super Ideal
10082991;Round;F;SI2;GIA;natural;Very Good
10086362;Round;I;SI2;GIA;natural;Super Ideal
10084464;Round;J;SI2;GIA;natural;Super Ideal
10082844;Round;I;SI2;GIA;natural;Ideal
10086234;Round;J;SI2;GIA;natural;Very Good
9972704;Emerald;F;SI2;GIA;natural;Super Ideal
9878088;Princess;H;VS2;GIA;natural;Ideal
9947648;Emerald;G;SI1;GIA;natural;Ideal
10063113;Pear;J;VVS2;GIA;natural;Ideal
9964074;Round;J;SI1;GIA;natural;Ideal
10083205;Round;H;SI1;GIA;natural;Super Ideal
10086554;Round;H;SI1;GIA;natural;Very Good
10087220;Round;H;SI2;GIA;natural;Super Ideal
10086626;Round;J;SI2;GIA;natural;Super Ideal
10086614;Round;G;SI2;GIA;natural;Very Good
10082466;Round;J;VS1;GIA;natural;Very Good
9927875;Pear;I;VS1;GIA;natural;Ideal
9928538;Princess;F;SI2;GIA;natural;Ideal
9981984;Round;J;SI1;GIA;natural;Ideal
10028167;Emerald;D;SI2;GIA;natural;Ideal
9926638;Marquise;I;VVS1;GIA;natural;Very Good
10063014;Round;J;VS2;GIA;natural;Very Good
10065765;Emerald;G;SI1;GIA;natural;Ideal
9947638;Emerald;I;VS2;GIA;natural;Ideal
10000690;Round;I;VS2;GIA;natural;Super Ideal
10083181;Round;I;VS2;GIA;natural;Super Ideal
10081956;Round;F;SI2;GIA;natural;Ideal
10083721;Round;E;SI2;GIA;natural;Ideal
10084273;Round;I;SI2;GIA;natural;Very Good
10081906;Round;F;SI2;GIA;natural;Very Good
10082453;Round;J;SI1;GIA;natural;Super Ideal
10086706;Round;J;VS1;GIA;natural;Very Good
10016982;Pear;I;SI1;GIA;natural;Ideal
9997035;Pear;F;SI2;GIA;natural;Very Good
9927143;Pear;F;SI2;GIA;natural;Very Good
9943590;Emerald;G;SI2;GIA;natural;Ideal
10000568;Round;I;VS2;GIA;natural;Super Ideal
10082801;Round;J;VS1;GIA;natural;Super Ideal
10083822;Round;J;SI2;GIA;natural;Ideal
10085965;Round;J;SI1;GIA;natural;Ideal
10086258;Round;I;SI2;GIA;natural;Super Ideal
10085699;Round;H;SI1;GIA;natural;Super Ideal
10088197;Round;J;SI1;GIA;natural;Very Good
10001793;Emerald;I;VS2;GIA;natural;Ideal
10069714;Marquise;I;VVS2;GIA;natural;Very Good
10082257;Round;J;VS1;GIA;natural;Super Ideal
10086106;Round;G;SI2;GIA;natural;Super Ideal
10085782;Round;J;SI2;GIA;natural;Super Ideal
10086427;Round;E;SI2;GIA;natural;Ideal
10086361;Round;F;SI2;GIA;natural;Very Good
10082960;Round;J;SI1;GIA;natural;Super Ideal
10082568;Round;H;SI1;GIA;natural;Ideal
10082066;Round;I;SI1;GIA;natural;Very Good
9972834;Pear;F;SI2;GIA;natural;Very Good
9829452;Princess;G;VS1;GIA;natural;Very Good
9943886;Emerald;I;VS1;GIA;natural;Super Ideal
9964271;Emerald;E;SI1;GIA;natural;Ideal
9945930;Emerald;I;SI1;GIA;natural;Ideal
10000654;Round;I;VS2;GIA;natural;Ideal
10086094;Round;J;SI2;GIA;natural;Super Ideal
10084693;Round;J;SI2;GIA;natural;Super Ideal
10083600;Round;J;SI2;GIA;natural;Super Ideal
10082933;Round;I;SI1;GIA;natural;Super Ideal
10083214;Round;G;SI1;GIA;natural;Very Good
10086591;Round;I;VVS1;GIA;natural;Ideal
10086261;Round;J;SI2;GIA;natural;Super Ideal
10086166;Round;J;SI1;GIA;natural;Super Ideal
10081899;Round;J;SI2;GIA;natural;Super Ideal
9878266;Princess;E;VS2;GIA;natural;Very Good
9927697;Pear;G;SI2;GIA;natural;Ideal
9928690;Pear;E;SI2;GIA;natural;Good
9944285;Emerald;E;SI1;GIA;natural;Ideal
10027972;Pear;I;VS2;GIA;natural;Ideal
9947114;Emerald;I;SI1;GIA;natural;Ideal
10082451;Round;F;SI1;GIA;natural;Super Ideal
10085460;Round;J;VS1;GIA;natural;Very Good
10086397;Round;J;VS2;GIA;natural;Super Ideal
10086640;Round;J;SI2;GIA;natural;Ideal
10085982;Round;G;SI2;GIA;natural;Very Good
10085396;Round;J;SI2;GIA;natural;Ideal
10083398;Round;I;SI1;GIA;natural;Super Ideal
10083466;Round;G;SI2;GIA;natural;Very Good
10048816;Pear;H;SI1;GIA;natural;Good
10022220;Marquise;F;SI1;GIA;natural;Ideal
9877558;Princess;F;VS1;GIA;natural;Good
10028372;Round;J;SI2;GIA;natural;Ideal
10067431;Round;F;VS2;GIA;natural;Ideal
10046600;Round;E;SI2;GIA;natural;Good
10086433;Round;J;VS1;GIA;natural;Very Good
10082236;Round;J;VS2;GIA;natural;Very Good
10083562;Round;H;SI1;GIA;natural;Super Ideal
10085047;Round;G;SI2;GIA;natural;Very Good
10086183;Round;H;VS2;GIA;natural;Super Ideal
10084519;Round;G;SI2;GIA;natural;Very Good
10086585;Round;I;SI1;GIA;natural;Super Ideal
10082671;Round;J;SI2;GIA;natural;Ideal
9969063;Princess;I;VS1;GIA;natural;Ideal
10086146;Round;J;VS2;GIA;natural;Very Good
9878139;Princess;F;VS1;GIA;natural;Ideal
9925932;Pear;I;VS2;GIA;natural;Ideal
9926207;Pear;I;VVS2;GIA;natural;Ideal
10027810;Emerald;H;SI1;GIA;natural;Very Good
9997034;Princess;I;SI2;GIA;natural;Ideal
10086245;Round;I;VS1;GIA;natural;Ideal
10085097;Round;I;VS2;GIA;natural;Very Good
10085797;Round;J;SI1;GIA;natural;Super Ideal
10083582;Round;H;SI1;GIA;natural;Ideal
10086396;Round;J;VS1;GIA;natural;Super Ideal
10086381;Round;H;SI2;GIA;natural;Very Good
10082631;Round;I;SI2;GIA;natural;Ideal
9925764;Princess;E;SI1;GIA;natural;Ideal
10085774;Round;J;SI2;GIA;natural;Ideal
10016796;Emerald;E;SI2;GIA;natural;Ideal
10079325;Emerald;I;SI1;GIA;natural;Ideal
10091366;Emerald;I;VS1;GIA;natural;Ideal
9925401;Pear;I;VVS1;GIA;natural;Ideal
9903246;Round;I;VS2;GIA;natural;Very Good
9904454;Round;I;VVS1;GIA;natural;Super Ideal
10053297;Emerald;D;SI2;GIA;natural;Ideal
9947590;Emerald;H;SI1;GIA;natural;Ideal
10002303;Round;J;SI2;GIA;natural;Super Ideal
9926512;Pear;H;SI1;GIA;natural;Ideal
10067349;Pear;I;VS1;GIA;natural;Ideal
10073484;Round;F;SI1;GIA;natural;Good
9944950;Emerald;F;SI1;GIA;natural;Ideal
9925553;Pear;H;VS2;GIA;natural;Ideal
9964002;Round;J;VS1;GIA;natural;Very Good
10000499;Round;I;VS2;GIA;natural;Super Ideal
10082387;Round;F;SI2;GIA;natural;Very Good
10086700;Round;J;SI1;GIA;natural;Super Ideal
10086408;Round;J;VS2;GIA;natural;Super Ideal
10083543;Round;J;SI2;GIA;natural;Super Ideal
9931183;Pear;F;SI1;GIA;natural;Ideal
10088199;Emerald;I;IF;GIA;natural;Ideal
10028754;Emerald;I;SI1;GIA;natural;Ideal
9947596;Emerald;I;VS2;GIA;natural;Ideal
9947221;Emerald;G;SI1;GIA;natural;Ideal
9946031;Emerald;E;SI1;GIA;natural;Ideal
10061698;Pear;H;VS2;GIA;natural;Ideal
10072410;Round;I;SI2;GIA;natural;Very Good
10084150;Round;E;SI2;GIA;natural;Very Good
10083907;Round;F;SI2;GIA;natural;Very Good
10084147;Round;J;VS2;GIA;natural;Super Ideal
10086054;Round;F;SI1;GIA;natural;Very Good
10084107;Round;E;SI2;GIA;natural;Very Good
10086090;Round;J;VS2;GIA;natural;Super Ideal
10086447;Round;G;SI1;GIA;natural;Super Ideal
10085880;Round;J;SI1;GIA;natural;Super Ideal
10086065;Round;F;SI2;GIA;natural;Ideal
10086313;Round;G;SI2;GIA;natural;Super Ideal
10086210;Round;H;SI1;GIA;natural;Super Ideal
9878785;Princess;G;SI1;GIA;natural;Ideal
9878429;Princess;G;SI1;GIA;natural;Ideal
9878364;Princess;G;SI1;GIA;natural;Very Good
9830220;Princess;G;SI1;GIA;natural;Ideal
9829339;Princess;G;SI1;GIA;natural;Ideal
9828699;Princess;E;VS2;GIA;natural;Ideal
9828099;Princess;G;SI1;GIA;natural;Ideal
10027544;Emerald;G;SI1;GIA;natural;Ideal
9947520;Emerald;J;VS1;GIA;natural;Super Ideal
10053268;Round;I;SI2;GIA;natural;Very Good
10067466;Round;I;VS1;GIA;natural;Very Good
10085487;Round;H;SI2;GIA;natural;Super Ideal
10084258;Round;E;SI2;GIA;natural;Very Good
10082086;Round;J;VS1;GIA;natural;Super Ideal
10084831;Round;I;VS2;GIA;natural;Super Ideal
10083824;Round;G;SI2;GIA;natural;Very Good
10085535;Round;J;VS1;GIA;natural;Super Ideal
10082958;Round;J;VVS2;GIA;natural;Very Good
10082168;Round;I;VS2;GIA;natural;Ideal
9973882;Pear;G;SI2;GIA;natural;Ideal
10083474;Round;H;SI2;GIA;natural;Super Ideal
10022059;Emerald;H;VS2;GIA;natural;Ideal
9794178;Marquise;F;SI2;GIA;natural;Ideal
10087528;Marquise;G;SI1;GIA;natural;Ideal
9878747;Princess;E;SI2;GIA;natural;Ideal
9878622;Princess;G;VS1;GIA;natural;Very Good
9878316;Princess;G;VS2;GIA;natural;Very Good
9878273;Princess;G;SI1;GIA;natural;Very Good
9829842;Princess;G;SI1;GIA;natural;Ideal
9829705;Princess;D;VS2;GIA;natural;Ideal
9828735;Princess;G;SI1;GIA;natural;Ideal
9828086;Princess;G;SI1;GIA;natural;Very Good
9904382;Round;H;SI2;GIA;natural;Very Good
9947635;Emerald;I;VS2;GIA;natural;Ideal
10053093;Emerald;I;VS2;GIA;natural;Ideal
9946296;Emerald;F;SI1;GIA;natural;Super Ideal
9927423;Princess;I;VS1;GIA;natural;Ideal
9947332;Marquise;F;SI1;GIA;natural;Very Good
9946023;Princess;I;VS2;GIA;natural;Ideal
10069539;Round;H;SI2;GIA;natural;Ideal
9946227;Emerald;H;SI1;GIA;natural;Ideal
10000670;Round;I;VS1;GIA;natural;Super Ideal
10073109;Pear;H;SI1;GIA;natural;Ideal
10082472;Round;I;SI1;GIA;natural;Super Ideal
10085547;Round;F;SI1;GIA;natural;Ideal
10082258;Round;J;SI1;GIA;natural;Ideal
10086074;Round;I;VVS1;GIA;natural;Super Ideal
10085822;Round;J;VS2;GIA;natural;Super Ideal
10086538;Round;I;SI2;GIA;natural;Super Ideal
10081917;Round;I;SI1;GIA;natural;Super Ideal
9944511;Emerald;D;SI2;GIA;natural;Ideal
10082098;Round;H;SI2;GIA;natural;Super Ideal
9751144;Heart;H;SI2;GIA;natural;Very Good
10073515;Round;E;SI2;GIA;natural;Good
9878637;Princess;H;VVS2;GIA;natural;Ideal
9878549;Princess;G;SI1;GIA;natural;Very Good
9877724;Princess;G;VS2;GIA;natural;Good
9829576;Princess;G;VS1;GIA;natural;Very Good
9828876;Princess;E;VS2;GIA;natural;Ideal
9925423;Pear;E;SI2;GIA;natural;Very Good
9997135;Princess;F;SI2;GIA;natural;Ideal
9944445;Emerald;F;SI1;GIA;natural;Ideal
9946224;Emerald;I;VS1;GIA;natural;Ideal
10061181;Emerald;I;SI1;GIA;natural;Ideal
10000601;Round;I;VS1;GIA;natural;Super Ideal
10082094;Round;J;VS1;GIA;natural;Super Ideal
10082557;Round;I;VS2;GIA;natural;Ideal
10085168;Round;I;SI1;GIA;natural;Very Good
10082306;Round;I;VS1;GIA;natural;Ideal
10082404;Round;I;VS2;GIA;natural;Very Good
10083549;Round;E;SI2;GIA;natural;Ideal
10082135;Round;E;SI1;GIA;natural;Super Ideal
10083301;Emerald;J;VS2;GIA;natural;Good
10086181;Round;H;SI2;GIA;natural;Ideal
10083500;Round;I;SI1;GIA;natural;Super Ideal
10082481;Round;I;SI2;GIA;natural;Super Ideal
10082586;Round;I;SI2;GIA;natural;Ideal
10082444;Round;I;SI1;GIA;natural;Very Good
10088164;Round;I;SI1;GIA;natural;Very Good
10088377;Emerald;G;SI1;GIA;natural;Ideal
9946601;Emerald;J;VVS2;GIA;natural;Ideal
9829247;Princess;E;VS2;GIA;natural;Good
9828461;Princess;G;SI1;GIA;natural;Good
9927036;Princess;I;SI1;GIA;natural;Ideal
9562426;Round;J;VS1;GIA;natural;Super Ideal
9944614;Emerald;I;VS2;GIA;natural;Ideal
9944339;Emerald;H;SI1;GIA;natural;Super Ideal
10000605;Round;I;VS1;GIA;natural;Super Ideal
10073388;Pear;I;VS2;GIA;natural;Very Good
10082569;Round;J;VS2;GIA;natural;Super Ideal
10082165;Round;G;SI2;GIA;natural;Ideal
10081979;Round;J;VS1;GIA;natural;Super Ideal
10084296;Round;G;SI2;GIA;natural;Very Good
10085365;Round;G;SI2;GIA;natural;Super Ideal
10085195;Round;G;SI2;GIA;natural;Very Good
10086140;Round;H;SI2;GIA;natural;Super Ideal
9943712;Emerald;E;SI2;GIA;natural;Super Ideal
10082459;Round;H;SI2;GIA;natural;Super Ideal
10017903;Round;J;SI1;GIA;natural;Ideal
9927109;Pear;F;SI1;GIA;natural;Very Good
9927766;Pear;F;SI1;GIA;natural;Ideal
9925859;Round;J;SI1;GIA;natural;Super Ideal
10001796;Emerald;F;SI1;GIA;natural;Ideal
9928201;Pear;I;SI1;GIA;natural;Ideal
10001840;Round;J;SI1;GIA;natural;Ideal
9997765;Emerald;F;SI1;GIA;natural;Ideal
9944806;Pear;F;SI1;GIA;natural;Ideal
10028040;Emerald;I;VVS2;GIA;natural;Ideal
10061123;Round;J;VS2;GIA;natural;Ideal
9947279;Emerald;G;SI1;GIA;natural;Ideal
9964789;Marquise;E;SI1;GIA;natural;Ideal
10085382;Round;E;SI2;GIA;natural;Ideal
10084215;Round;I;SI2;GIA;natural;Super Ideal
10084455;Round;G;SI2;GIA;natural;Super Ideal
10084490;Round;F;SI1;GIA;natural;Super Ideal
10082893;Round;H;SI1;GIA;natural;Super Ideal
10086434;Round;I;VVS1;GIA;natural;Super Ideal
10082221;Round;J;SI2;GIA;natural;Super Ideal
10081918;Round;F;SI1;GIA;natural;Super Ideal
9967844;Emerald;D;SI2;GIA;natural;Very Good
10079111;Round;J;SI1;GIA;natural;Ideal
10091822;Round;F;SI2;GIA;natural;Ideal
9877873;Princess;G;VS2;GIA;natural;Very Good
9877446;Princess;G;SI1;GIA;natural;Ideal
9830676;Princess;F;SI1;GIA;natural;Very Good
9830574;Princess;E;SI2;GIA;natural;Very Good
9830140;Princess;F;SI1;GIA;natural;Good
9828417;Princess;G;VVS2;GIA;natural;Ideal
9837657;Round;I;VS1;GIA;natural;Super Ideal
10061633;Round;J;SI1;GIA;natural;Super Ideal
9981801;Emerald;H;SI1;GIA;natural;Ideal
10068604;Princess;H;VS1;GIA;natural;Very Good
10073503;Round;I;VS2;GIA;natural;Very Good
9900138;Round;J;VS2;GIA;natural;Super Ideal
9946932;Emerald;F;SI1;GIA;natural;Ideal
9964295;Pear;F;SI2;GIA;natural;Ideal
10089142;Princess;J;VS1;GIA;natural;Fair
10082534;Round;E;SI2;GIA;natural;Ideal
10083461;Round;J;VS1;GIA;natural;Super Ideal
10083579;Round;G;SI2;GIA;natural;Very Good
10083533;Round;G;SI2;GIA;natural;Super Ideal
10085926;Round;F;SI2;GIA;natural;Ideal
10082270;Round;J;VS2;GIA;natural;Super Ideal
10086646;Round;H;SI1;GIA;natural;Very Good
10087303;Round;H;SI2;GIA;natural;Very Good
10083842;Round;J;VS1;GIA;natural;Very Good
9968008;Pear;G;SI1;GIA;natural;Very Good
9946382;Emerald;E;SI1;GIA;natural;Very Good
10049259;Heart;G;SI2;GIA;natural;Very Good
9878725;Princess;G;SI1;GIA;natural;Ideal
9878258;Princess;H;VS1;GIA;natural;Ideal
9829612;Princess;I;VS2;GIA;natural;Good
9828810;Princess;F;VS2;GIA;natural;Very Good
9946076;Marquise;F;SI1;GIA;natural;Very Good
9946051;Emerald;F;SI1;GIA;natural;Ideal
9928045;Pear;H;SI1;GIA;natural;Ideal
10073600;Round;J;VVS2;GIA;natural;Ideal
10072882;Pear;F;SI1;GIA;natural;Very Good
10084276;Round;J;VVS2;GIA;natural;Super Ideal
10081977;Round;I;SI2;GIA;natural;Super Ideal
10086510;Round;G;SI1;GIA;natural;Super Ideal
10085951;Round;G;SI2;GIA;natural;Super Ideal
10082657;Round;F;SI1;GIA;natural;Super Ideal
10083949;Round;F;SI1;GIA;natural;Super Ideal
9923448;Round;I;SI1;GIA;natural;Ideal
10022694;Pear;F;SI1;GIA;natural;Ideal
10048814;Emerald;F;VS2;GIA;natural;Ideal
9946120;Emerald;G;SI1;GIA;natural;Ideal
10078955;Pear;F;SI2;GIA;natural;Ideal
9927347;Princess;F;SI1;GIA;natural;Ideal
10067482;Round;F;VS2;GIA;natural;Super Ideal
9969714;Pear;H;SI1;GIA;natural;Very Good
9967945;Princess;I;SI1;GIA;natural;Ideal
10091285;Emerald;I;VVS1;GIA;natural;Ideal
9977276;Emerald;E;SI1;GIA;natural;Very Good
9878551;Princess;G;VS2;GIA;natural;Ideal
9878482;Princess;F;VS2;GIA;natural;Ideal
9878264;Princess;G;VS2;GIA;natural;Ideal
9878134;Princess;G;SI1;GIA;natural;Ideal
9877444;Princess;G;SI1;GIA;natural;Very Good
9830421;Princess;E;SI2;GIA;natural;Good
9830408;Princess;E;SI2;GIA;natural;Very Good
9830015;Princess;G;VS2;GIA;natural;Very Good
9828428;Princess;F;SI1;GIA;natural;Good
9925017;Pear;E;SI1;GIA;natural;Ideal
10060930;Round;J;VS2;GIA;natural;Very Good
9946478;Emerald;F;SI1;GIA;natural;Ideal
9936116;Pear;G;SI2;GIA;natural;Ideal
9951735;Pear;H;SI1;GIA;natural;Ideal
10028079;Round;J;SI1;GIA;natural;Super Ideal
10086519;Round;G;SI2;GIA;natural;Very Good
10085121;Round;J;VS1;GIA;natural;Very Good
10082145;Round;I;VS2;GIA;natural;Super Ideal
10086323;Round;J;VS1;GIA;natural;Super Ideal
10084851;Round;I;VS1;GIA;natural;Super Ideal
10081966;Round;H;SI2;GIA;natural;Super Ideal
10086011;Round;E;SI1;GIA;natural;Super Ideal
10082809;Round;J;VS2;GIA;natural;Super Ideal
10083384;Round;I;SI2;GIA;natural;Super Ideal
10082597;Round;I;SI1;GIA;natural;Super Ideal
10080384;Round;G;VS1;GIA;natural;Ideal
9971958;Pear;G;SI1;GIA;natural;Ideal
9968686;Emerald;E;SI1;GIA;natural;Very Good
10017546;Emerald;E;SI1;GIA;natural;Ideal
9926023;Marquise;E;SI1;GIA;natural;Very Good
9876397;Heart;H;SI2;GIA;natural;Very Good
